,pid,pos,artist_name,track_uri,artist_uri,track_name,album_uri,duration_ms,album_name,acousticness,energy,liveness,loudness,tempo,valence,danceability,speechiness
0,0,0,Shawn Mendes,spotify:track:1WP1r7fuvRqZRnUaTi2I1Q,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,Stitches,spotify:album:5wKylB0Zwnxz046O7po25D,206880,Handwritten,0.0152,0.754,0.0486,-6.681,149.882,0.764,0.746,0.067
1,0,1,Shawn Mendes,spotify:track:59uAvq0IeWRGkCJAki11ve,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,Something Big,spotify:album:5wKylB0Zwnxz046O7po25D,161440,Handwritten,0.00614,0.854,0.158,-3.891,112.007,0.803,0.694,0.043
2,0,2,Shawn Mendes,spotify:track:4Hf7WnR761jpxPr5D46Bcd,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,Treat You Better,spotify:album:6FLZDJq4UuwqcaQlI4XCP1,187973,Illuminate,0.123,0.803,0.114,-4.105,166.018,0.821,0.624,0.246
3,0,3,Smosh,spotify:track:2Z6CwWW42ZqW6gUoxDhatU,spotify:artist:1s3M7xKyIAVVBxDEXJ1dT3,The Legend of Zelda Rap,spotify:album:0QH11vJ8Jy8tX17dqXjMqh,181622,If Music Were Real,0.0181,0.683,0.342,-8.17,147.878,0.565,0.77,0.342
4,0,4,Smosh,spotify:track:2JtZlYby65A8yYbSfNUMws,spotify:artist:1s3M7xKyIAVVBxDEXJ1dT3,Ultimate Assassin's Creed 3 Song,spotify:album:5Qsa2UvU02IEQr2zD2w50V,214054,Smoshtastic,0.118,0.82,0.322,-5.268,73.917,0.832,0.558,0.184
5,0,5,Austin Mahone,spotify:track:5A4QP4EpcPxD5CapYSJfeV,spotify:artist:04abdnqPQe2N4fjztDea6z,Dirty Work,spotify:album:7c0XIfGr7l94yqXUVylBqV,188133,Dirty Work – EP,0.251,0.666,0.0884,-3.642,104.971,0.908,0.788,0.0677
6,0,6,Austin Mahone,spotify:track:0YEsfwQpG7ofdIiHWA0dHi,spotify:artist:04abdnqPQe2N4fjztDea6z,All I Ever Need,spotify:album:0dcqVluuyFBCScCqH7uAwx,213747,The Secret,0.117,0.647,0.111,-6.128,129.95,0.654,0.708,0.0298
7,0,7,Austin Mahone,spotify:track:2n3CaPGPLYnYAvTEwKCX8t,spotify:artist:04abdnqPQe2N4fjztDea6z,Mmm Yeah (feat. Pitbull),spotify:album:0dcqVluuyFBCScCqH7uAwx,231625,The Secret,0.00266,0.922,0.268,-3.902,125.984,0.976,0.712,0.0411
8,0,8,Austin Mahone,spotify:track:52vS7mJ0a70Z4uRCfl8SjH,spotify:artist:04abdnqPQe2N4fjztDea6z,What About Love,spotify:album:0dcqVluuyFBCScCqH7uAwx,203344,The Secret,0.000157,0.784,0.037,-7.457,100.019,0.278,0.632,0.0393
9,0,9,Austin Mahone,spotify:track:1qzrXebgUeRjCagXFNECHe,spotify:artist:04abdnqPQe2N4fjztDea6z,Say You're Just a Friend (feat. Flo Rida),spotify:album:2Sl0wCLJ39GUFweFRBy0Eh,182526,Say You're Just a Friend (feat. Flo Rida),0.00222,0.743,0.134,-4.73,99.975,0.711,0.738,0.0574
